,sentence,emoji
311,对蛇蛇的喜欢是藏不住的，即使捂住嘴巴，遮住眼睛，裤裆还是会鼓起来,[舔屏]
312,刘耀文 我们耀文可是个小机灵鬼呢，偶尔骗骗单纯可爱的丸子是挺开心的哈哈,[彩虹屁]
313,神特么找灵感，这位是从大M开始的好吗？这就是一个瘾君子不断堕落的过程。 更可笑的是，她的家人们和经纪公司，一直帮她对公众隐瞒，发假日常，对外营造出她没事的假象，预热复出，现在东窗事发了全说自己不知情，妄图撇清 这事儿里面的法外狂徒何止 ...全文,[微笑]
314,套皮终究还是套皮 我也只喜欢vox的皮而已喜欢他的声音 和皮下一点关系也没有男终究是男 不论种族（不磕voxto 任何cp,[二哈]
315,四位来自上戏的00后女团成员， 用京剧唱腔演绎《念易安》，花旦、梅派青衣、程派青衣、老旦四种音色，将李清照的一生唱成微电影展现了易安先生的才情、气节、炽烈与刚强，也塑造 ...全文,[打call]
316,微博上的美🐶呢？你爹叕叕叕出事了快来洗吖,[哆啦A梦害怕]
317,是不是最珍貴不好說，但一定是忘不掉的記憶,[抱一抱]
318,缓解视疲劳！学到了！,[开学季]
319,去年是观众，今年是选手。2022年高考加油！,[打call]
320,被别人问高考数学最后一个选择题，就试着做了下，看似简单只涉及必修1的东西，但写起来还挺绕的， 换考场上一紧张绝对gg了,[笑cry]
321,要爱人先爱自己，两个人在一起就是要开心，互相感到被爱才会幸福快乐嘛,[心]
322,还记得你是哪一年高考的吗？当时拼命想要逃离的我们，却发现那是再也回不去的时光了，当你走出校园，下一个十年就不再是炙热的青春了。还没毕业的，就好好珍惜在校园的时光。祝愿你们一马平川，各自奔赴，顶峰再相见 。,[心]
323,今天主榜一个，文娱三个低位，英子你真是钱都花在刀刃上啊@说英雄谁是英雄官博 咱们就是说这热搜能不能维持到今天剧开播的时候花得是不是早了一点…,[笑cry]
324,确实，我家小区草坪上都有人露营 笑死我了,[笑cry]
325,哈哈哈真的是笑不活了，庄文杰在全网找爸爸，这不爸爸来了，虽然人海南,[笑cry]
326,妈个b 韩剧在中国热一？？？这是什么很出名的东西吗,[费解]
327,致敬英雄,[蜡烛]
328,情侣头像 | 没有男孩子会拒绝奥特曼吧,[喵喵]
329,期待这次文科分数线[毕业帽][毕业帽][毕业帽]别那么高真的求了,[苦涩]
330,拉琴的娜娜在发光因为热爱 所以坚持，我也要加油，下半年一直努力啊,[苦涩]
331,今年的第一口西瓜是学生给的,[哇]
332,休息两天跑了20公里，我要是休息两天，我估计就离不开床了,[笑cry]
333,啊这……我还要多攒几集一起看呢,[微风]
334,看到女生鞋子不小心掉了，就故意把自己的鞋子也甩掉，好绅士啊檀健次,[赞]
335,三轮又三轮 每天出门都是为了核检,[允悲]
336,一定要來 澳门,[报税]
337,一个营销号提前一个多月都知道别人618的活动力度现在都需要这样刺激消费了吗,[单身狗]
338,2002年《蓝色大门》，2012年《我可能不会爱你》，2022年陈柏霖带着新剧《正义的算法》回来了！这一次他饰演的是李大仁的反义词——毒舌律师刘浪预告中嘴炮输出不停，怼天怼地谁也不服，维护当事人的最佳利益是他的律师准则，有被帅到！6月15日起，和小 ...全文,[doge]
339,嘴贱？还暴打？脱人裤子？踩人身上？真恶臭的一群人！！！！,[费解]
340,连续玩一个小时“原神”，后台还挂着安兔兔，温度 43.7 真不算高了。 感觉就是为了退手机强行找的一个理由,[汗]
341,考生们加油哦！你们尽力就好 正常发挥！一定可以的！我在这里为你们加油打气！,[打call]
342,让我看看谁家粉丝又在这个rs里面破防了 这么好的数据为啥你家没有呢，是不想要吗嘻嘻,[嘻嘻]
343,比特币好像上热搜了,[doge]
344,鼻子算工伤吗?,[太开心]
345,上一次看见日晕的时候 还是初中,[哇]
346,宣传反诈人人有责，用当下诈骗、传/销等流行话题，拍摄而成的反诈骗电影《捕鱼行动》🙋 由坏猴子影业出品，宁浩监制×申奥导演，领衔主演张艺兴，敬请期待演员张艺兴的精彩表现。,[好喜欢]
347,不要死太快地狱笑话毕竟不想着怎么加重处罚天天让受害者注意这注意那,[doge]
348,...全文,[doge]
349,不得不承认，美国真是言论自由……啥话都敢说，也能流出来,[摊手]
350,麻辣，香的味道容易多吃两碗饭,[笑cry]
351,问题来了，为什么会有市场呢,[嘻嘻]
352,致敬缉毒警察，愿天下无毒,[泪]
353,生在红旗下 长在春风里,[爱你]
354,好期待！！,[哇]
355,求之不得呢。不要把自己想得太了不起了，,[嘻嘻]
356,刚想夸夸结果看到了别的城市的健康码 一目了然,[二哈]
357,狗叠，白起729生日好好搞听见没,[泪]
358,希望新冠彻底影响他的状态,[太开心]
359,想出这个ct的人被我暗鲨,[哼]
360,请国家给我也分配一个 小论文发不出去 大论文也不太行 青岛,[泪]
361,来看看央妈的龚俊！ 台上红着眼感谢支持他的粉丝 “憨厚爱笑的龚俊，会拼尽全力用最好的作品奉献给喜欢他的人”,[悲伤]
362,这是在干啥,[吃瓜]
363,年前快递来一个电动推子，练了几次手，然后疫情居家的日子看同事朋友圈说男孩要当女孩养了，头发长解决不了暗自庆幸这个推子真是有先见之明啊，在家就是推啊，啥公式也不用,[允悲]
364,第一反应让我想起了喜之郎果冻声音已经在脑子里盘旋了,[二哈]
365,蹲一蹲乙卷难不难啊,[鲜花]
366,用的华为，除了字幕大声音大别的都还好,[太开心]
367,先看那个先两个,[举手]
368,还是不能种地，下一颗星球，出发！ 网页链接,[doge]
369,真好 这就去找我的女朋友给我写一个,[doge]
370,好家伙，以后史诗品质及以上的新皮肤怕是标配个性按键了 貂蝉唤灵魅影的这个个性按键你觉得怎么样？会入吗？,[允悲]
371,#浙江数学 边哭边写# 我那年也是边哭边写的本是曾被数学老师夸奖过的，比较少的女孩子数学棒的，结果高考成绩数学得分率最低,[苦涩]
372,恋与制作人明天就要高考好紧张 本人成绩不.....希望蹭蹭大家的脑子,[泪]
373,都说了6号线和16号线是为了医护人员而保留的 喷子能不能少发些牢骚多喷些酒精不好么,[裂开]
374,你不是尔豪，你是特战队队长,[doge]
375,感谢各地医疗队支援郑州,[爱你]
376,【择机发射！ 了解背后的故事！】,[航天员]
377,我从出生就没喝过母乳照样好好的从小就展现了超会耍小聪明的天赋是整个小区吃饭最积极的宝宝 阴间新闻天天都有。 真是受够了。,[开学季]
378,那么帅一男的，就这么没了？？,[摊手]
379,炒饭的晚安很香 在追寻梦想的路上，何妨吟啸且徐行[成人礼]高考记得：带准考证、身份证、2b铅笔、橡皮、直尺、签字笔！早点休息吧,[月亮]
380,来而不往非礼也，专业大帝在线对狙！,[加油]
381,这个五一，天天在家，每天做核酸，心态也不错，身边几乎没有抱怨声，大家都辛苦了,[鲜花]
382,努力之后，剩下的就是相信自己！前方星光璀璨等你尽情探索，,[抱一抱]
383,3月13号6点钟小区喇叭喊让下楼做核酸，疫情开始了。才解封不到半个月，这又......快递3月中旬就停了，4月27号才全通，2号又停了书和打印资料得在盘锦中转放多少天呢 本来3号就能到了 想问一下uu们鲅鱼圈有打印便宜的店吗？,[拜拜]
384,不说漂亮话，就干负责事，最起码确保家人的不被传染，这样的爷们值得托付,[赞]
385,直播看美女是我最爱看的戏码 电竞董卓选妃,[doge]
386,如果蚊子不吸血，改行抽脂肪，那它会是多么可爱的小生灵啊,[报税]
387,啊啊啊啊，开机了 真的李莲花啊@成毅,[抱一抱]
388,我的演唱会票谁退一下,[苦涩]
389,庄文杰爸爸人在海南,[笑cry]
390,我求求你了滚出江苏吧，我真的很想去学校亲自收拾我的行李，我不想让别人碰我的东西,[泪]
391,为了省去以后的份子钱付出了惨重的代价,[允悲]
392,距我直线距离5公里,[黑线]
393,下辈子当只猫🐱也不错……,[允悲]
394,痴笑性癫痫病,[思考]
395,学到了 下次导师想要打电话骂我我就“婉拒了哈”,[送花花]
396,都这样了过着有啥意思，另外想问一下，家暴啥时候可以立法,[允悲]
397,好甜在他遭受流言蜚语的时候 只有她相信他 一直默默陪在他身边 天才法律大学生和他的乖乖女友 这谁不磕儿子演感情戏了 我好欣慰,[泪]
398,放老子回家 来辽宁上学就是老子这辈子做错误的选择,[哇]
399,每一个角色，都是有生命的，它们因为演员的演绎而变得鲜活，郑业成认真地对待每一个角色，我相信，角色也不会辜负他。比起流量我更欣赏他这种踏实认真的态度，他从来没有舒适圈，总在挑战新的角色，期待隐娘的朱镜和镜,[心]
400,大家 都要敢打敢拼，发光发,[打call]
401,，行吧，答应你的请求,[怒]
402,《毒液3》官宣准备要来了，很多观众表示《毒液2》都还没有看，3就要来了。没事没事，好看的电影都一样值得期待，坐等外星共生体“毒液”与宿主埃迪！！,[憧憬]
403,能不能把你的徽章给我，你就是我的榜样 脊梁在此！,[泪]
404,一斤龙虾肉足矣,[色]
405,#且试天下 鹤唳华亭#怎么都是水军,[汗]
406,这不想发啥发啥吗 你所看到的都是别人想让你看到的 有啥气质不气质,[哈哈]
407,娜娜真的是好棒的一个女孩啊，做热爱的事情是那么的美丽！欧阳娜娜,[鼓掌]
408,请问打中文是犯法么？我不理解,[挖鼻]
409,救命 梦到高考数学 一个班都错过了考试时间,[苦涩]
410,我估计退休后才能去了,[单身狗]
411,还是不要攀爬未开发的野山、荒山，安全第一啊 网页链接,[允悲]
412,在这里特别想拉踩上海 同样是一线城市 差别立见高下,[二哈]
413,关了，都关了，但不是商务局关的 你们居委会街道办关停不要赖在我们商务局头上 大水冲了龙王庙,[笑哈哈]
414,空城了 步行街上只看得到外卖小哥了 江阴也沦陷了 居家办公 禁止堂食 天天核酸 太难了哎 🙊,[允悲]
415,没互动，过剧情只有个头的女主婚纱敢卖328还得是你啊书杯光头,[拜拜]
416,没看到日出，只看到云雾中的雪山。,[微笑]
417,呜呜呜太好看了,[悲伤]
418,郑州加油一定要快点好起来,[泪]
419,一两个月前用10块钱试水了一下，看到它天天绿目前跌的只剩五六块，我就知道这个话题不简单，哈哈哈哈还好我只是个懵懂的菜鸟,[允悲]
420,去年的物理试卷真是,[顶]
421,当然是期待大荧幕上快点看到朱一龙的电影《人生大事》和《消失的她》啊,[送花花]
422,什么时候回来啊 好想,[泪]
423,🇨🇳【 】 🇨🇳 发奋图强，成材不负青云志； 继往开来，报国常怀赤子心！ ｜【 】 🎬｜,[心]
424,每年都有,[允悲]
425,几个卷看下来，简直头皮发麻,[允悲]
426,俄罗斯国内出现反波情绪没有？波兰人民反思了没有,[doge]
427,是小猪佩奇就可以骗走的小朋友,[抱一抱]
428,亚轩咱就是考试饿了千万不能吃卷子啊实在不行吃桌子,[哆啦A梦害怕]
429,2哪里可以看电影院这两年放的都是教育大过娱乐的题材，累不累啊,[疑问]
430,日本韩国学着点你们还在给美军基地交钱的时候乌克兰已经弯道超车收美国钱了,[doge]
431,,[微风]
432,虽然但是我真的看到过好多类似的，每看一遍就哭一遍,[喵喵]
433,看你爹火就搞你爹饭圈化远离虚拟主播,[可爱]
434,张好好的扮演者居然是02年的！！！ 梦华录里的花魁张好好真的很惊艳啊 名字也好听！未来可期,[哇]
435,明知他是主角心里还是发纠,[泪]
436,是结束，也是新的开始。高考加油,[拳头]
437,胡锡进 怎么了,[鲜花]
438,火车多无辜啊,[摊手]
439,家被偷了啊,[泪]
440,加油加油，希望你们能够金榜题名，希望你们的努力能够换来一个让自己满意的成绩,[鼓掌]
441,【 】 奥密克戎毒株“物传人”的概率有多大？如何防控“物传人”？关键是做好手卫生！戳↓↓ （ ）,[话筒]
442,是不是怕去了英语听不了,[笑cry]
443,祝所有考生如愿以偿，高考顺利！,[送花花]
444,啊这，大家也没觉得不好呀，都觉得看到挺乐呵的。医院的管理也没必要这么谨小慎微，上纲上线叭。不太李姐,[doge]
445,爷青结啊啊啊啊啊啊,[裂开]
446,多多的原声真的太带感了,[送花花]
447,#光与夜之恋 美兔##光与夜之恋 布朗云# 我求求了姐妹们，玩家可以是爹，但不会是三，不要贬低自己了咯噔文学纪实了属于是 以及，乙女腐不要趁机跳，看戏容易回旋镖 最后，让我们集体贺庆，国乙最大的笑话诞生，恭喜光与夜之恋超越其他乙游勇夺桂冠 但是，我有点被光头的道歉说服了， ...全文,[允悲]
